"","Name","Team","position","playerid","IP","ERA","WHIP","SV","W","K","marginal.total.points","dollar.value","status"
"535","Victor Alcantara","Tigers","pitcher","15028",40,4.57,1.46,0,2,31,-1.89,-5.19,""
"536","Josh Osich","Giants","pitcher","11528",25,3.93,1.39,0,1,23,-1.89,-5.2,""
"537","Matt Bowman","Reds","pitcher","13528",20,3.86,1.34,0,1,19,-1.9,-5.24,""
"538","Jonathan Loaisiga","Yankees","pitcher","19753",18,4.15,1.28,0,1,18,-1.92,-5.29,""
"539","Luiz Gohara","Braves","pitcher","15166",18,3.99,1.31,0,1,18,-1.92,-5.3,""
"540","Matt Moore","Tigers","pitcher","1890",90,5.33,1.48,0,4,67,-1.93,-5.32,""
"541","Colten Brewer","Red Sox","pitcher","12997",20,3.93,1.35,0,1,19,-1.93,-5.33,""
"542","Sam Tuivailala","Mariners","pitcher","13485",25,4.26,1.36,0,1,23,-1.94,-5.34,""
"543","Yacksel Rios","Phillies","pitcher","15007",25,4.37,1.4,0,1,26,-1.94,-5.35,""
"544","D.J. Johnson","Rockies","pitcher","12578",20,4.13,1.37,0,1,21,-1.94,-5.35,""
"545","Wes Parsons","Braves","pitcher","14764",24,4.14,1.35,0,1,21,-1.95,-5.36,""
"546","Shane Carle","Braves","pitcher","15258",30,4.25,1.38,0,1,25,-1.96,-5.39,""
"547","Carlos Estevez","Rockies","pitcher","14542",20,4.19,1.37,0,1,21,-1.96,-5.39,""
"548","J.B. Bukauskas","Astros","pitcher","sa829263",28,4.8,1.46,0,2,24,-1.96,-5.4,""
"549","Chris Flexen","Mets","pitcher","13896",36,4.78,1.46,0,2,29,-1.97,-5.41,""
"550","Aaron Slegers","Twins","pitcher","15231",29,4.87,1.37,0,2,20,-1.97,-5.42,""
"551","Austin Brice","Angels","pitcher","17237",25,4.26,1.34,0,1,21,-1.98,-5.44,""
"552","Ryan Burr","White Sox","pitcher","17536",35,4.72,1.53,0,2,32,-1.98,-5.46,""
"553","Chandler Shepherd","Red Sox","pitcher","sa602595",20,4.21,1.29,0,1,17,-1.99,-5.48,""
"554","Scott Barlow","Royals","pitcher","14993",29,4.47,1.38,0,1,26,-1.99,-5.49,""
"555","Ryan Carpenter","Tigers","pitcher","12699",36,5.03,1.4,0,2,27,-2,-5.5,""
"556","Peter Moylan",NA,"pitcher","4891",50,4.3,1.47,0,1,40,-2,-5.51,""
"557","Tyler Beede","Giants","pitcher","16981",36,4.61,1.52,0,2,30,-2.01,-5.52,""
"558","Chase De Jong","Twins","pitcher","15036",35,5.05,1.38,0,2,25,-2.01,-5.52,""
"559","Edubray Ramos","Phillies","pitcher","16086",20,4.41,1.34,0,1,20,-2.01,-5.52,""
"560","Paul Sewald","Mets","pitcher","13892",20,4.34,1.33,0,1,19,-2.01,-5.53,""
"561","Miguel Almonte","Angels","pitcher","14139",25,4.26,1.4,0,1,23,-2.01,-5.53,""
"562","C.D. Pelham","Rangers","pitcher","19820",40,4.66,1.59,0,2,39,-2.01,-5.54,""
"563","Kyle Ryan","Cubs","pitcher","11753",20,3.86,1.4,0,1,18,-2.02,-5.56,""
"564","Josh Staumont","Royals","pitcher","sa857581",25,4.35,1.51,0,1,29,-2.02,-5.57,""
"565","JC Ramirez","Angels","pitcher","8302",37,4.74,1.44,0,2,26,-2.02,-5.57,""
"566","Yefry Ramirez","Orioles","pitcher","15655",38,5.22,1.45,0,2,34,-2.02,-5.57,""
"567","Vidal Nuno",NA,"pitcher","9674",30,4.28,1.28,0,0,27,-2.05,-5.64,""
"568","Jacob Rhame","Mets","pitcher","15267",20,3.98,1.25,0,0,22,-2.06,-5.68,""
"569","Jackson Stephens","Reds","pitcher","14420",20,4.36,1.34,0,1,18,-2.06,-5.68,""
"570","Trey Supak","Brewers","pitcher","sa828707",20,4.46,1.35,0,1,19,-2.07,-5.69,""
"571","Wander Suero","Nationals","pitcher","15855",20,4.32,1.36,0,1,18,-2.08,-5.73,""
"572","Jordan Yamamoto","Marlins","pitcher","sa829040",18,4.22,1.34,0,1,16,-2.08,-5.73,""
"573","Michael Soroka","Braves","pitcher","18383",18,4.17,1.33,0,1,15,-2.09,-5.76,""
"574","Tommy Milone","Mariners","pitcher","7608",27,4.73,1.31,0,1,21,-2.09,-5.77,""
"575","Brandon Brennan","Mariners","pitcher","sa550121",25,4.23,1.42,0,1,21,-2.1,-5.79,""
"576","Parker Bridwell","Angels","pitcher","11502",25,4.52,1.33,0,1,19,-2.11,-5.8,""
"577","Adrian Sampson",NA,"pitcher","13339",46,5.09,1.39,0,2,30,-2.12,-5.83,""
"578","Austin Davis","Phillies","pitcher","17117",20,3.99,1.3,0,0,22,-2.13,-5.87,""
"579","Jordan Romano","Rangers","pitcher","sa829155",96,5.46,1.49,0,4,73,-2.13,-5.88,""
"580","Ricardo Rodriguez",NA,"pitcher","15458",25,4.13,1.31,0,0,24,-2.14,-5.88,""
"581","Tanner Rainey","Nationals","pitcher","17610",20,4.33,1.53,0,1,23,-2.15,-5.91,""
"582","John Curtiss","Twins","pitcher","16128",25,4.66,1.45,0,1,25,-2.15,-5.93,""
"583","Jamie Callahan",NA,"pitcher","14711",30,4.25,1.39,0,0,30,-2.16,-5.95,""
"584","Donnie Hart","Orioles","pitcher","15306",25,4.37,1.41,0,1,20,-2.16,-5.96,""
"585","Kyle McGowin","Nationals","pitcher","15071",18,4.43,1.37,0,1,16,-2.17,-5.96,""
"586","Sam McWilliams","Royals","pitcher","sa829124",20,4.39,1.36,0,1,16,-2.17,-5.96,""
"587","Paul Blackburn","Athletics","pitcher","14739",36,4.75,1.45,0,2,22,-2.17,-5.97,""
"588","Brendan McCurry","Astros","pitcher","sa829486",10,4.14,1.29,0,1,10,-2.18,-6,""
"589","Luis Avilan",NA,"pitcher","2882",25,3.95,1.37,0,0,24,-2.18,-6.01,""
"590","Josh Sborz","Dodgers","pitcher","sa827472",10,4.02,1.32,0,1,10,-2.19,-6.02,""
"591","Grant Holmes","Athletics","pitcher","sa828669",19,4.41,1.41,0,1,17,-2.19,-6.03,""
"592","Ian Gibaut","Rays","pitcher","sa857671",20,4,1.35,0,0,22,-2.2,-6.07,""
"593","Merrill Kelly",NA,"pitcher","sa552177",57,4.7,1.4,0,0,48,-2.21,-6.09,""
"594","Jose Ruiz","White Sox","pitcher","14552",20,4.64,1.45,0,1,20,-2.22,-6.1,""
"595","Junichi Tazawa",NA,"pitcher","4079",50,4.88,1.44,0,1,41,-2.22,-6.12,""
"596","Taylor Clarke","Diamondbacks","pitcher","sa874810",18,4.7,1.37,0,1,16,-2.23,-6.13,""
"597","Austen Williams","Nationals","pitcher","16309",10,4.06,1.32,0,1,9,-2.23,-6.13,""
"598","Jesus Liranzo","Pirates","pitcher","sa658076",25,4.68,1.51,0,1,26,-2.23,-6.13,""
"599","Jeff Hoffman","Rockies","pitcher","17432",27,5.23,1.52,0,2,23,-2.23,-6.14,""
"600","Daniel Poncedeleon","Cardinals","pitcher","16110",18,4.67,1.42,0,1,17,-2.25,-6.18,""
"601","Adam McCreery","Dodgers","pitcher","19550",10,3.73,1.46,0,1,10,-2.25,-6.19,""
"602","Erasmo Ramirez","Red Sox","pitcher","10314",10,4.27,1.27,0,1,8,-2.25,-6.2,""
"603","Yadier Alvarez","Dodgers","pitcher","sa868984",10,3.94,1.43,0,1,10,-2.25,-6.2,""
"604","Brandon Finnegan","Reds","pitcher","16208",25,4.79,1.47,0,1,24,-2.26,-6.23,""
"605","Dennis Santana","Dodgers","pitcher","17878",9,4.16,1.37,0,1,9,-2.26,-6.23,""
"606","Gabriel Ynoa","Orioles","pitcher","12938",20,4.7,1.35,0,1,15,-2.26,-6.23,""
"607","Drew Anderson","Phillies","pitcher","15130",19,4.94,1.37,0,1,17,-2.26,-6.23,""
"608","Mike Dunn","Rockies","pitcher","9948",50,5.19,1.56,0,2,47,-2.27,-6.25,""
"609","Zack Burdi","White Sox","pitcher","sa856551",20,4.03,1.4,0,0,22,-2.28,-6.28,""
"610","Dario Agrazal","Pirates","pitcher","sa737059",19,4.53,1.36,0,1,13,-2.29,-6.31,""
"611","Nick Anderson","Marlins","pitcher","sa578957",10,3.34,1.18,0,0,12,-2.29,-6.31,""
"612","Randy Rosario","Cubs","pitcher","14508",20,4.29,1.47,0,1,16,-2.29,-6.31,""
"613","Nick Green","Diamondbacks","pitcher","sa738690",20,4.18,1.49,0,1,16,-2.29,-6.31,""
"614","Gerardo Reyes","Padres","pitcher","sa829912",15,4.37,1.48,0,1,14,-2.3,-6.33,""
"615","Jose Suarez","Angels","pitcher","sa872545",9,4.2,1.37,0,1,8,-2.3,-6.34,""
"616","Cody Carroll","Orioles","pitcher","17664",30,4.86,1.52,0,1,30,-2.3,-6.34,""
"617","Rogelio Armenteros","Astros","pitcher","sa877310",9,4.54,1.37,0,1,9,-2.31,-6.35,""
"618","Rhiner Cruz",NA,"pitcher","711",25,4.32,1.4,0,0,25,-2.32,-6.37,""
"619","Stephen Gonsalves","Twins","pitcher","15492",38,5.15,1.55,0,2,32,-2.32,-6.39,""
"620","Jeff Brigham","Marlins","pitcher","16631",18,4.78,1.41,0,1,15,-2.33,-6.41,""
"621","Chance Adams","Yankees","pitcher","18135",28,5.41,1.54,0,2,24,-2.33,-6.41,""
"622","Allen Webster",NA,"pitcher","3993",25,4.32,1.37,0,0,23,-2.33,-6.42,""
"623","Miguel Castro","Orioles","pitcher","15684",45,5.11,1.57,1,2,34,-2.33,-6.42,""
"624","Travis Lakins","Red Sox","pitcher","sa873678",10,4.52,1.41,0,1,9,-2.35,-6.46,""
"625","Logan Webb","Giants","pitcher","sa828873",18,4.49,1.48,0,1,15,-2.35,-6.47,""
"626","Lucas Sims","Reds","pitcher","13470",9,4.68,1.42,0,1,9,-2.35,-6.48,""
"627","Alec Mills","Cubs","pitcher","13834",9,4.61,1.38,0,1,8,-2.35,-6.48,""
"628","Kyle Wright","Braves","pitcher","19665",9,4.39,1.43,0,1,8,-2.36,-6.5,""
"629","Josh Taylor","Red Sox","pitcher","sa842224",10,4.3,1.43,0,1,8,-2.37,-6.51,""
"630","Max Povse","Mariners","pitcher","16165",18,4.79,1.44,0,1,15,-2.37,-6.52,""
"631","Nick Rumbelow","Mariners","pitcher","14867",20,4.33,1.36,0,0,20,-2.37,-6.52,""
"632","Kolby Allard","Braves","pitcher","18694",18,4.76,1.42,0,1,14,-2.37,-6.52,""
"633","Cory Gearrin",NA,"pitcher","7947",25,4.34,1.39,0,0,23,-2.37,-6.53,""
"634","Jacob Waguespack","Blue Jays","pitcher","sa659056",19,4.76,1.46,0,1,16,-2.37,-6.53,""
"635","Sal Romano","Reds","pitcher","13690",27,4.86,1.44,0,1,21,-2.38,-6.55,""
"636","Ian Anderson","Braves","pitcher","sa917921",9,4.61,1.48,0,1,9,-2.38,-6.56,""
"637","Kohl Stewart","Twins","pitcher","15502",27,5.01,1.55,0,2,18,-2.38,-6.56,""
"638","Tyler Bashlor","Mets","pitcher","15203",20,4.39,1.41,0,0,22,-2.38,-6.56,""
"639","Pierce Johnson",NA,"pitcher","13435",25,4.38,1.43,0,0,25,-2.39,-6.57,""
"640","Triston McKenzie","Indians","pitcher","sa874760",9,4.91,1.39,0,1,8,-2.39,-6.59,""
"641","Josh Rogers","Orioles","pitcher","18510",90,5.47,1.48,0,4,58,-2.4,-6.6,""
"642","Walker Lockett","Indians","pitcher","13804",9,4.79,1.39,0,1,7,-2.42,-6.65,""
"643","Jen-Ho Tseng","Cubs","pitcher","15524",9,4.68,1.41,0,1,7,-2.42,-6.65,""
"644","Brady Rodgers","Astros","pitcher","13393",18,4.98,1.39,0,1,13,-2.42,-6.65,""
"645","Harrison Musgrave","Rockies","pitcher","16532",30,4.95,1.48,0,1,25,-2.43,-6.68,""
"646","Zac Reininger","Tigers","pitcher","15285",25,5.08,1.46,0,1,21,-2.44,-6.71,""
"647","Reed Garrett","Tigers","pitcher","sa830040",25,4.82,1.49,0,1,20,-2.44,-6.72,""
"648","Pedro Araujo","Orioles","pitcher","17697",15,5.12,1.49,0,1,14,-2.45,-6.74,""
"649","Jesse Hahn","Royals","pitcher","13287",20,4.12,1.36,0,0,16,-2.45,-6.75,""
"650","Kodi Medeiros","White Sox","pitcher","sa828664",19,4.82,1.54,0,1,17,-2.46,-6.77,""
"651","Duane Underwood Jr.","Cubs","pitcher","14677",9,4.87,1.45,0,1,7,-2.46,-6.78,""
"652","Tyson Ross","Tigers","pitcher","7872",91,5.27,1.56,0,4,65,-2.46,-6.79,""
"653","Steven Okert","Giants","pitcher","13580",10,3.76,1.26,0,0,10,-2.47,-6.79,""
"654","Dan Jennings",NA,"pitcher","8073",25,4.04,1.44,0,0,20,-2.47,-6.79,""
"655","Ben Lively","Royals","pitcher","14932",27,5.1,1.41,0,1,19,-2.47,-6.81,""
"656","Adbert Alzolay","Cubs","pitcher","sa735853",9,5.11,1.45,0,1,7,-2.49,-6.85,""
"657","Ariel Jurado","Rangers","pitcher","17030",76,5.21,1.51,0,4,39,-2.5,-6.88,""
"658","Tim Collins",NA,"pitcher","3164",25,4.42,1.47,0,0,24,-2.5,-6.89,""
"659","Jose Quijada","Marlins","pitcher","sa828494",10,3.78,1.36,0,0,11,-2.5,-6.9,""
"660","Domingo Acevedo","Yankees","pitcher","sa739716",9,5.35,1.45,0,1,7,-2.52,-6.92,""
"661","Joel Payamps","Diamondbacks","pitcher","sa597219",10,4.01,1.24,0,0,9,-2.52,-6.94,""
"662","Taylor Guerrieri",NA,"pitcher","13616",25,4.32,1.42,0,0,20,-2.52,-6.94,""
"663","Justin Steele","Cubs","pitcher","sa828960",9,4.97,1.53,0,1,7,-2.52,-6.94,""
"664","Brian Johnson","Red Sox","pitcher","14272",19,5.1,1.46,0,1,14,-2.52,-6.94,""
"665","Jacob Webb","Braves","pitcher","sa829328",15,4.21,1.42,0,0,15,-2.53,-6.96,""
"666","Kyle Keller","Marlins","pitcher","sa875759",10,3.82,1.34,0,0,10,-2.53,-6.97,""
"667","Manny Banuelos","White Sox","pitcher","5365",10,4.11,1.36,0,0,11,-2.55,-7.01,""
"668","John Means","Orioles","pitcher","16269",18,5.31,1.41,0,1,12,-2.55,-7.02,""
"669","Sandy Baez","Tigers","pitcher","17754",25,5.23,1.48,0,1,20,-2.55,-7.03,""
"670","Patrick Weigel","Braves","pitcher","sa829466",10,4.09,1.33,0,0,10,-2.56,-7.04,""
"671","Darwinzon Hernandez","Red Sox","pitcher","sa828318",9,5.15,1.63,0,1,8,-2.57,-7.08,""
"672","Jimmy Herget","Reds","pitcher","sa658965",10,4.38,1.35,0,0,11,-2.57,-7.08,""
"673","Jose Fernandez","Tigers","pitcher","14733",25,5.14,1.55,0,1,22,-2.58,-7.09,""
"674","Oscar De La Cruz","Cubs","pitcher","sa737037",10,4.31,1.32,0,0,10,-2.58,-7.1,""
"675","Brett Martin","Rangers","pitcher","sa828879",28,4.88,1.51,0,1,20,-2.58,-7.1,""
"676","Jake Jewell","Angels","pitcher","16958",20,4.31,1.42,0,0,16,-2.58,-7.11,""
"677","Denyi Reyes","Red Sox","pitcher","sa872864",9,5.5,1.48,0,1,6,-2.59,-7.12,""
"678","Jefry Rodriguez","Indians","pitcher","17018",20,4.44,1.45,0,0,18,-2.59,-7.13,""
"679","Luis Escobar","Pirates","pitcher","sa828442",29,5.04,1.56,0,1,25,-2.59,-7.14,""
"680","Matt Koch","Diamondbacks","pitcher","13420",18,5.15,1.45,0,1,11,-2.6,-7.15,""
"681","Yency Almonte","Rockies","pitcher","15068",18,5.33,1.53,0,1,15,-2.6,-7.16,""
"682","Homer Bailey","Dodgers","pitcher","8362",10,4.16,1.28,0,0,8,-2.6,-7.16,""
"683","Eric Hanhold","Mets","pitcher","18332",10,3.94,1.37,0,0,9,-2.6,-7.16,""
"684","Sam Wolff","Giants","pitcher","sa503437",10,4.14,1.39,0,0,10,-2.6,-7.17,""
"685","Sam Coonrod","Giants","pitcher","sa827483",10,4.08,1.36,0,0,9,-2.61,-7.19,""
"686","Aaron Brooks","Athletics","pitcher","12272",28,5.03,1.45,0,1,17,-2.62,-7.21,""
"687","Jesus Castillo","Angels","pitcher","sa657701",15,4.35,1.35,0,0,11,-2.62,-7.21,""
"688","Jimmy Cordero","Nationals","pitcher","15690",20,4.29,1.5,0,0,18,-2.62,-7.21,""
"689","Genesis Cabrera","Cardinals","pitcher","sa828534",10,4.3,1.4,0,0,10,-2.63,-7.24,""
"690","Franklyn Kilome","Mets","pitcher","sa830592",28,5.09,1.54,0,1,22,-2.64,-7.27,""
"691","Nick Neidert","Marlins","pitcher","sa874797",9,4.19,1.29,0,0,7,-2.64,-7.27,""
"692","James Norwood","Cubs","pitcher","16440",10,4.36,1.42,0,0,10,-2.65,-7.3,""
"693","Edgar Garcia","Phillies","pitcher","sa830494",10,4.53,1.4,0,0,10,-2.66,-7.32,""
"694","Zac Gallen","Marlins","pitcher","sa857550",9,4.39,1.35,0,0,8,-2.67,-7.34,""
"695","Rowan Wick","Cubs","pitcher","14646",10,4.33,1.45,0,0,10,-2.67,-7.35,""
"696","Jesus Tinoco","Rockies","pitcher","sa657723",18,5.56,1.52,0,1,14,-2.67,-7.36,""
"697","James Bourque","Nationals","pitcher","sa829330",10,4.24,1.44,0,0,9,-2.69,-7.39,""
"698","Joe Harvey","Yankees","pitcher","sa827455",10,4.64,1.42,0,0,10,-2.69,-7.4,""
"699","Arnaldo Hernandez","Royals","pitcher","sa828154",20,4.76,1.37,0,0,14,-2.7,-7.42,""
"700","James Kaprielian",NA,"pitcher","sa658943",9,4.58,1.37,0,0,8,-2.7,-7.43,""
"701","Tanner Anderson","Athletics","pitcher","18029",10,4.12,1.41,0,0,7,-2.72,-7.48,""
"702","Jesus Reyes","Reds","pitcher","19277",15,4.37,1.48,0,0,12,-2.72,-7.49,""
"703","Jerad Eickhoff","Phillies","pitcher","12664",9,4.79,1.37,0,0,8,-2.72,-7.5,""
"704","Dillon Tate","Orioles","pitcher","sa874239",18,5.38,1.54,0,1,12,-2.73,-7.5,""
"705","Hector Perez","Blue Jays","pitcher","sa873324",10,4.63,1.53,0,0,11,-2.73,-7.51,""
"706","Pedro Avila","Padres","pitcher","sa872768",5,4.19,1.42,0,0,5,-2.74,-7.54,""
"707","Albert Abreu","Yankees","pitcher","sa828366",18,5.58,1.6,0,1,15,-2.74,-7.55,""
"708","Jonathan Hernandez","Rangers","pitcher","sa737482",46,5.33,1.61,0,2,36,-2.75,-7.56,""
"709","Branden Kline","Orioles","pitcher","sa501558",10,4.83,1.44,0,0,9,-2.76,-7.6,""
"710","Patrick Murphy","Blue Jays","pitcher","sa737629",10,4.53,1.46,0,0,8,-2.77,-7.63,""
"711","Ricardo Sanchez","Mariners","pitcher","sa830302",18,5.46,1.59,0,1,13,-2.77,-7.63,""
"712","Scott Blewett","Royals","pitcher","sa828695",20,4.79,1.42,0,0,14,-2.77,-7.63,""
"713","Jeanmar Gomez","Rangers","pitcher","9033",10,4.64,1.45,0,0,8,-2.78,-7.64,""
"714","Art Warren","Mariners","pitcher","sa875374",10,4.68,1.5,0,0,9,-2.78,-7.66,""
"715","Bo Takahashi","Diamondbacks","pitcher","sa830370",9,5.06,1.42,0,0,8,-2.78,-7.67,""
"716","J.T. Brubaker","Pirates","pitcher","sa875176",9,4.67,1.44,0,0,7,-2.79,-7.67,""
"717","Jose Lopez","Reds","pitcher","sa709715",9,5.09,1.42,0,0,8,-2.79,-7.68,""
"718","Emilio Vargas","Diamondbacks","pitcher","sa736761",9,4.93,1.46,0,0,8,-2.79,-7.69,""
"719","Ranger Suarez","Phillies","pitcher","17277",9,4.69,1.46,0,0,7,-2.8,-7.71,""
"720","Keury Mella","Reds","pitcher","15964",9,4.99,1.47,0,0,8,-2.81,-7.73,""
"721","Rayan Gonzalez","Rockies","pitcher","sa455370",15,4.85,1.51,0,0,13,-2.81,-7.73,""
"722","Jimmy Yacabonis","Orioles","pitcher","15157",48,5.53,1.58,0,2,37,-2.81,-7.74,""
"723","Taylor Hearn","Rangers","pitcher","sa658531",9,4.95,1.5,0,0,8,-2.82,-7.77,""
"724","Jean Carlos Mejia","Indians","pitcher","sa830122",10,4.69,1.51,0,0,8,-2.82,-7.77,""
"725","Sean Gilmartin","Orioles","pitcher","12781",10,4.92,1.43,0,0,7,-2.83,-7.8,""
"726","P.J. Conlon","Mets","pitcher","18213",9,4.98,1.44,0,0,6,-2.86,-7.86,""
"727","Luis Ortiz","Orioles","pitcher","16942",45,5.75,1.53,0,2,31,-2.87,-7.89,""
"728","Jorge Guzman","Marlins","pitcher","sa872759",10,4.69,1.62,0,0,9,-2.87,-7.89,""
"729","Huascar Ynoa","Braves","pitcher","sa873433",10,4.91,1.59,0,0,9,-2.87,-7.91,""
"730","Kaleb Cowart","Mariners","pitcher","11494",10,5.25,1.53,0,0,9,-2.87,-7.91,""
"731","Chris Lee","Orioles","pitcher","sa550044",10,4.7,1.53,0,0,7,-2.87,-7.91,""
"732","Brock Burke","Rangers","pitcher","sa828798",9,5.11,1.5,0,0,7,-2.87,-7.91,""
"733","Jordan Foley","Rockies","pitcher","sa599323",10,5.07,1.57,0,0,9,-2.88,-7.92,""
"734","Hunter Harvey","Orioles","pitcher","sa737510",9,5.32,1.47,0,0,7,-2.88,-7.93,""
"735","Sam Hentges","Indians","pitcher","sa828881",5,5.07,1.6,0,0,4,-2.89,-7.96,""
"736","Andrew Moore","Rays","pitcher","17553",9,5.43,1.42,0,0,6,-2.89,-7.97,""
"737","Jenrry Mejia",NA,"pitcher","8476",25,5.25,1.53,0,0,23,-2.9,-7.98,""
"738","Adonis Medina","Phillies","pitcher","sa832877",9,5.18,1.54,0,0,7,-2.91,-8,""
"739","Jordan Stephens","White Sox","pitcher","sa875031",9,5.42,1.5,0,0,7,-2.91,-8.01,""
"740","Ian Clarkin","White Sox","pitcher","sa737534",10,4.96,1.54,0,0,7,-2.91,-8.02,""
"741","Trevor Oaks","Royals","pitcher","16468",9,5.03,1.48,0,0,5,-2.92,-8.04,""
"742","Anderson Espinoza","Padres","pitcher","sa872856",5,5.19,1.67,0,0,4,-2.92,-8.04,""
"743","Yoel Espinal","Rangers","pitcher","sa597725",10,5.35,1.65,0,0,10,-2.93,-8.08,""
"744","Ryan Castellani","Rockies","pitcher","sa828689",18,5.94,1.64,0,1,13,-2.94,-8.1,""
"745","Franklin Perez","Tigers","pitcher","sa873722",9,5.59,1.53,0,0,7,-2.95,-8.11,""
"746","Melvin Adon","Giants","pitcher","sa873314",9,4.94,1.62,0,0,6,-2.96,-8.16,""
"747","Beau Burrows","Tigers","pitcher","sa874682",9,5.69,1.54,0,0,7,-2.96,-8.16,""
"748","Marcos Diplan","Brewers","pitcher","sa828590",9,5.48,1.68,0,0,8,-2.99,-8.24,""
"749","Bryan Abreu","Astros","pitcher","sa828588",10,5.33,1.71,0,0,9,-3.01,-8.28,""
"750","Justin Lawrence","Rockies","pitcher","sa875567",10,5.13,1.7,0,0,8,-3.01,-8.29,""
"751","Luis Madero","Angels","pitcher","sa828288",9,5.6,1.58,0,0,5,-3.05,-8.39,""
"752","Conner Greene","Royals","pitcher","sa737829",20,5.06,1.62,0,0,14,-3.11,-8.57,""
"753","Julian Fernandez","Marlins","pitcher","sa737347",10,5.38,1.77,0,0,7,-3.12,-8.6,""
"754","Yennsy Diaz","Blue Jays","pitcher","sa873331",9,6.37,1.72,0,0,6,-3.19,-8.77,""
"755","Gregory Soto","Tigers","pitcher","sa737262",24,5.68,1.76,0,1,18,-3.19,-8.78,""
"756","Carson Fulmer","White Sox","pitcher","18311",95,5.72,1.65,0,4,78,-3.28,-9.04,""
"757","Eduardo Jimenez","Tigers","pitcher","sa655954",20,5.71,1.68,0,0,14,-3.36,-9.25,""
"758","David Hess","Orioles","pitcher","16130",135,5.95,1.53,0,5,97,-3.46,-9.52,""
"759","Andrew Cashner","Orioles","pitcher","8782",175,5.58,1.57,0,7,110,-3.67,-10.1,""
"760","Elvis Luciano","Blue Jays","pitcher","sa3003029",30,6.47,1.92,0,1,18,-4.14,-11.41,""
